p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position
johnterry,2016,45,107,534.0,9,22,534.0,9,1980-12-07,187.0,90.0,England,Medium/High,34.0,78.0,82.33333333333333,Defender
jonasolsson,2016,12,12,621.0,7,27,621.0,7,1983-03-10,193.0,84.0,Sweden,High/Medium,47.25,77.75,75.25,Defender
jonasolsson,2016,12,12,621.0,7,27,621.0,7,1990-03-21,185.0,77.0,Sweden,High/Medium,67.0,65.0,58.0,Defender
jonathanbenteke,2016,122,122,11.0,1,1,11.0,1,1995-04-28,187.0,76.0,Belgium,Medium/Medium,73.0,58.333333333333336,62.0,Forward
jonathanhogg,2017,46,121,2530.0,30,32,5039.0,59,1988-12-06,176.33333333333334,73.16666666666667,England,Medium/High,70.5,77.0,72.83333333333333,Midfielder
jonathanhogg,2018,57,121,2509.0,29,31,5039.0,59,1988-12-06,176.33333333333334,73.16666666666667,England,Medium/High,70.5,77.0,72.83333333333333,Midfielder
jonathanwalters,2016,59,430,1401.0,23,26,1452.0,26,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward
jonathanwalters,2017,190,430,51.0,3,10,1452.0,26,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward
jonathanwalters,2018,181,430,0.0,0,1,1452.0,26,1983-09-20,183.0,79.0,Republic of Ireland,High/High,63.75,80.75,73.25,Forward
jongorencstankovic,2018,5,364,740.0,11,27,740.0,11,1996-01-14,190.0,78.0,Slovenia,Medium/Medium,49.666666666666664,64.5,64.0,Defender
jonjoekenny,2018,42,119,835.0,10,16,2623.0,34,1997-03-15,176.0,69.33333333333333,England,High/Medium,64.83333333333333,63.833333333333336,64.5,Defender
jonjoekenny,2020,63,119,87.0,4,11,2623.0,34,1997-03-15,176.0,69.33333333333333,England,High/Medium,64.83333333333333,63.833333333333336,64.5,Defender
jonjoshelvey,2018,129,249,1014.0,16,23,8444.0,102,1992-02-27,184.16666666666666,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder
jonjoshelvey,2019,69,249,2223.0,26,32,8444.0,102,1992-02-27,184.16666666666666,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder
jonjoshelvey,2020,51,249,2762.0,30,33,8444.0,102,1992-02-27,184.16666666666666,81.0,England,Low/Medium,62.833333333333336,75.83333333333333,77.16666666666667,Midfielder
jonnyevans,2016,54,166,2783.0,31,31,13447.0,149,1988-01-03,188.33333333333334,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender
jonnyevans,2017,31,166,2392.0,28,29,13447.0,149,1988-01-03,188.33333333333334,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender
jonnyevans,2018,27,166,2105.0,24,34,13447.0,149,1988-01-03,188.33333333333334,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender
jonnyevans,2019,17,166,3566.0,38,38,13447.0,149,1988-01-03,188.33333333333334,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender
jonnyevans,2020,37,166,2601.0,28,28,13447.0,149,1988-01-03,188.33333333333334,77.0,Northern Ireland,Medium/High,62.333333333333336,74.0,78.83333333333333,Defender
jordanayew,2018,10,20,1230.0,20,36,10704.0,140,1991-09-11,182.0,81.0,Ghana,Medium/Medium,76.66666666666667,73.33333333333333,76.33333333333333,Forward
jordanayew,2020,10,20,2207.0,33,36,10704.0,140,1991-09-11,182.0,81.0,Ghana,Medium/Medium,76.66666666666667,73.33333333333333,76.33333333333333,Forward
jordanhenderson,2016,129,380,2228.0,24,24,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder
jordanhenderson,2017,45,380,2288.0,27,31,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder
jordanhenderson,2018,40,380,2120.0,32,33,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder
jordanhenderson,2019,72,380,2344.0,30,31,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder
jordanhenderson,2020,94,380,1792.0,21,23,10772.0,134,1990-06-17,182.0,73.5,England,High/High,69.16666666666667,80.0,82.16666666666667,Midfielder
jordanpickford,2016,63,84,2755.0,29,31,16478.0,174,1994-03-07,185.0,77.0,England,Medium/Medium,,,77.0,Goalkeeper
jordanpickford,2020,21,84,2893.0,31,33,16478.0,174,1994-03-07,185.0,77.0,England,Medium/Medium,,,77.0,Goalkeeper
jordonmutch,2017,64,308,0.0,0,1,68.0,4,1991-12-02,186.0,81.0,England,Medium/Medium,67.25,71.0,70.25,Midfielder
jordyclasie,2016,12,173,1061.0,16,31,1061.0,16,1991-06-27,169.0,67.66666666666667,Netherlands,Medium/High,64.0,71.5,76.5,Midfielder
joshbrownhill,2020,27,27,2964.0,33,34,3813.0,43,1995-12-19,178.33333333333334,69.0,England,Medium/Medium,70.33333333333333,69.33333333333333,67.33333333333333,Midfielder
joshmurphy,2018,43,63,1893.0,29,33,1893.0,29,1995-02-24,173.0,67.0,England,High/Medium,83.0,53.0,67.83333333333333,Midfielder
joshonomah,2020,90,373,408.0,11,24,450.0,16,1997-04-27,184.16666666666666,75.16666666666667,England,Medium/Medium,75.16666666666667,57.166666666666664,69.16666666666667,Midfielder
joshuaking,2016,9,153,2837.0,36,36,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward
joshuaking,2017,7,153,2581.0,33,33,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward
joshuaking,2018,35,153,3095.0,35,35,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward
joshuaking,2019,102,153,2098.0,26,26,10802.0,141,1992-01-15,182.0,76.66666666666667,Norway,Medium/Medium,89.0,68.5,75.33333333333333,Forward
josipdrmic,2019,152,410,772.0,21,25,772.0,21,1992-08-08,182.33333333333334,79.16666666666667,Switzerland,Medium/Medium,76.66666666666667,69.66666666666667,74.83333333333333,Forward
juanfoyth,2018,79,360,986.0,12,23,1064.0,16,1998-01-12,187.0,69.0,Argentina,Medium/High,70.5,68.5,71.75,Defender
juanfoyth,2019,227,360,78.0,4,11,1064.0,16,1998-01-12,187.0,69.0,Argentina,Medium/High,70.5,68.5,71.75,Defender
julienngoy,2017,46,64,24.0,1,3,93.0,6,1997-11-02,185.0,72.0,Belgium,Medium/Low,79.0,65.0,63.333333333333336,Forward
juninhobacuna,2018,48,48,1489.0,21,26,1489.0,21,1997-08-07,180.33333333333334,74.83333333333333,Netherlands,Medium/Medium,71.66666666666667,68.33333333333333,68.0,Midfielder
juniorstanislas,2016,118,660,1521.0,21,25,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder
juniorstanislas,2017,180,660,1379.0,19,19,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder
juniorstanislas,2018,306,660,1108.0,23,23,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder
juniorstanislas,2019,26,660,757.0,15,19,4765.0,78,1989-11-26,183.0,76.0,England,High/Medium,77.5,55.333333333333336,72.0,Midfielder
kadeemharris,2018,12,12,426.0,13,26,426.0,13,1993-06-08,175.0,68.0,England,High/Medium,84.16666666666667,55.833333333333336,64.33333333333333,Midfielder
kaihavertz,2020,19,63,1604.0,27,31,1604.0,27,1999-06-11,187.4,80.0,Germany,Medium/Medium,75.6,60.2,75.6,Midfielder
kalvinphillips,2020,60,60,2558.0,29,29,2558.0,29,1995-12-02,177.66666666666666,72.0,England,Medium/High,67.16666666666667,76.5,69.5,Midfielder
kamilgrosicki,2016,32,155,962.0,12,12,1116.0,15,1988-06-08,180.0,78.0,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder
kamilgrosicki,2020,74,155,154.0,3,10,1116.0,15,1988-06-08,180.0,78.0,Poland,Medium/Low,84.33333333333333,59.833333333333336,74.83333333333333,Midfielder
karldarlow,2017,21,204,950.0,10,35,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper
karldarlow,2018,109,204,0.0,0,23,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper
karldarlow,2019,14,204,0.0,0,37,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper
karldarlow,2020,60,204,2375.0,25,31,3325.0,35,1990-10-08,187.5,80.16666666666667,England,Medium/Medium,,,70.83333333333333,Goalkeeper
kaseypalmer,2017,82,190,184.0,4,4,184.0,4,1996-11-09,176.66666666666666,68.0,England,High/Medium,74.33333333333333,57.833333333333336,68.66666666666667,Midfielder
kasperschmeichel,2016,44,73,2812.0,30,30,16768.0,177,1986-11-05,187.66666666666666,84.66666666666667,Denmark,Medium/Medium,,,81.83333333333333,Goalkeeper
kasperschmeichel,2017,29,73,3126.0,33,33,16768.0,177,1986-11-05,187.66666666666666,84.66666666666667,Denmark,Medium/Medium,,,81.83333333333333,Goalkeeper
keanbryan,2020,21,47,1052.0,13,23,1052.0,13,1996-11-01,184.4,72.0,England,Medium/High,63.0,70.2,63.0,Defender
keinandavis,2019,115,152,608.0,18,21,946.0,33,1998-02-13,186.5,71.5,England,Medium/Medium,69.0,71.25,64.5,Forward
keinandavis,2020,37,152,338.0,15,33,946.0,33,1998-02-13,186.5,71.5,England,Medium/Medium,69.0,71.25,64.5,Forward
kelechiiheanacho,2017,4,8,893.0,21,32,5099.0,115,1996-10-03,183.33333333333334,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73.0,Forward
kelechiiheanacho,2019,4,8,1011.0,20,29,5099.0,115,1996-10-03,183.33333333333334,79.66666666666667,Nigeria,High/Medium,81.66666666666667,66.83333333333333,73.0,Forward
kennethzohore,2018,90,487,816.0,19,25,816.0,19,1994-01-31,192.0,96.0,Denmark,Medium/Low,64.33333333333333,72.83333333333333,69.16666666666667,Forward
kennymclean,2019,6,99,3141.0,37,38,3141.0,37,1992-01-08,182.33333333333334,70.0,Scotland,High/High,72.66666666666667,68.16666666666667,70.83333333333333,Midfielder
kennytete,2020,98,199,1562.0,22,24,1562.0,22,1995-10-09,180.0,73.33333333333333,Netherlands,Medium/High,75.66666666666667,76.66666666666667,76.83333333333333,Defender
kensema,2019,27,27,0.0,0,1,794.0,17,1993-09-30,178.8,69.0,Sweden,Medium/Medium,79.0,68.8,69.6,Midfielder
kepaarrizabalaga,2018,3,200,3420.0,36,38,7175.0,76,1994-10-03,187.16666666666666,84.5,Spain,Medium/Medium,,,79.33333333333333,Goalkeeper
kepaarrizabalaga,2020,57,200,620.0,7,35,7175.0,76,1994-10-03,187.16666666666666,84.5,Spain,Medium/Medium,,,79.33333333333333,Goalkeeper
kevindebruyne,2016,31,287,3009.0,36,37,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder
kevindebruyne,2018,161,287,1081.0,19,20,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder
kevindebruyne,2019,24,287,2917.0,35,36,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder
kevindebruyne,2020,71,287,2096.0,25,29,12312.0,152,1991-06-28,181.0,71.66666666666667,Belgium,High/High,76.33333333333333,76.5,89.33333333333333,Midfielder
kevinlong,2016,133,175,285.0,3,5,3626.0,41,1990-08-18,188.16666666666666,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender
kevinlong,2019,30,175,602.0,8,29,3626.0,41,1990-08-18,188.16666666666666,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender
kevinlong,2020,12,175,676.0,8,29,3626.0,41,1990-08-18,188.16666666666666,82.0,Republic of Ireland,Low/Medium,56.5,71.66666666666667,69.83333333333333,Defender
kevinmcdonald,2018,57,701,909.0,15,19,909.0,15,1988-11-04,190.33333333333334,88.83333333333333,Scotland,Medium/Medium,59.0,73.83333333333333,72.5,Midfielder
kevinwimmer,2016,10,10,376.0,5,27,1777.0,22,1992-11-15,187.0,85.0,Austria,Medium/Medium,58.666666666666664,74.0,75.5,Defender
kierangibbs,2016,21,35,742.0,11,31,4617.0,54,1989-09-26,178.66666666666666,70.0,England,High/Medium,78.83333333333333,71.33333333333333,77.5,Defender
kierangibbs,2020,14,35,905.0,10,17,4617.0,54,1989-09-26,178.66666666666666,70.0,England,High/Medium,78.83333333333333,71.33333333333333,77.5,Defender
kierantierney,2019,96,421,1037.0,15,19,3504.0,42,1997-06-05,178.0,72.33333333333333,Scotland,High/High,79.83333333333333,71.16666666666667,70.16666666666667,Defender
kierantierney,2020,83,421,2467.0,27,27,3504.0,42,1997-06-05,178.0,72.33333333333333,Scotland,High/High,79.83333333333333,71.16666666666667,70.16666666666667,Defender
kierantrippier,2017,14,117,2020.0,24,35,5023.0,62,1990-09-19,176.66666666666666,71.33333333333333,England,High/High,76.0,73.0,79.33333333333333,Defender
kierantrippier,2018,68,117,2398.0,27,31,5023.0,62,1990-09-19,176.66666666666666,71.33333333333333,England,High/High,76.0,73.0,79.33333333333333,Defender
konstantinosmavropanos,2018,126,298,154.0,4,7,439.0,7,1997-12-11,194.0,88.0,Greece,Medium/High,62.0,75.0,70.33333333333333,Defender
konstantinosmavropanos,2019,81,298,0.0,0,3,439.0,7,1997-12-11,194.0,88.0,Greece,Medium/High,62.0,75.0,70.33333333333333,Defender
konstantinosstafylidis,2017,196,605,354.0,5,6,354.0,5,1993-12-02,178.0,73.33333333333333,Greece,High/Medium,77.33333333333333,69.16666666666667,73.66666666666667,Defender
konstantinostsimikas,2020,82,82,13.0,2,22,13.0,2,1996-05-12,177.5,72.5,Greece,High/Medium,83.25,70.5,71.0,Defender
kortneyhause,2018,13,196,0.0,0,11,2299.0,25,1995-07-16,190.0,85.0,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender
kortneyhause,2019,21,196,1634.0,18,20,2299.0,25,1995-07-16,190.0,85.0,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender
kortneyhause,2020,162,196,665.0,7,17,2299.0,25,1995-07-16,190.0,85.0,England,Medium/Medium,64.66666666666667,72.33333333333333,67.33333333333333,Defender
kurtzouma,2017,7,13,3047.0,33,34,10663.0,125,1994-10-27,190.0,92.16666666666667,France,Medium/Medium,67.66666666666667,82.33333333333333,79.0,Defender
kurtzouma,2020,6,13,2099.0,24,35,10663.0,125,1994-10-27,190.0,92.16666666666667,France,Medium/Medium,67.66666666666667,82.33333333333333,79.0,Defender
kylebartley,2017,202,227,254.0,5,15,2983.0,35,1991-05-22,194.0,94.0,England,Medium/High,58.0,79.83333333333333,71.5,Defender
kylebartley,2020,25,227,2729.0,30,33,2983.0,35,1991-05-22,194.0,94.0,England,Medium/High,58.0,79.83333333333333,71.5,Defender
kyletaylor,2018,91,105,0.0,0,6,0.0,0,1999-08-28,178.0,70.0,England,Medium/Medium,66.0,52.333333333333336,60.0,Midfielder
kylewalker,2016,17,59,2844.0,33,35,13331.0,151,1990-05-28,181.33333333333334,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender
kylewalker,2018,17,59,2937.0,33,37,13331.0,151,1990-05-28,181.33333333333334,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender
kylewalker,2019,21,59,2511.0,29,36,13331.0,151,1990-05-28,181.33333333333334,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender
kylewalker,2020,4,59,2056.0,24,33,13331.0,151,1990-05-28,181.33333333333334,72.16666666666667,England,High/High,90.5,80.83333333333333,82.66666666666667,Defender
laurentkoscielny,2016,14,362,3054.0,33,33,6806.0,75,1985-09-10,186.0,75.0,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender
laurentkoscielny,2017,223,362,2342.0,25,26,6806.0,75,1985-09-10,186.0,75.0,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender
laurentkoscielny,2018,42,362,1410.0,17,19,6806.0,75,1985-09-10,186.0,75.0,France,Medium/High,68.5,75.66666666666667,82.33333333333333,Defender
lazarmarkovic,2016,72,267,1037.0,12,12,1087.0,13,1994-03-02,175.0,65.5,Serbia,Medium/Medium,89.0,53.5,76.25,Midfielder
lazarmarkovic,2018,91,267,50.0,1,2,1087.0,13,1994-03-02,175.0,65.5,Serbia,Medium/Medium,89.0,53.5,76.25,Midfielder
leanderdendoncker,2018,29,65,1544.0,19,27,7151.0,90,1995-04-15,188.66666666666666,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder
leanderdendoncker,2019,0,65,2957.0,38,38,7151.0,90,1995-04-15,188.66666666666666,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder
leanderdendoncker,2020,26,65,2650.0,33,34,7151.0,90,1995-04-15,188.66666666666666,86.33333333333333,Belgium,High/High,67.33333333333333,80.5,76.66666666666667,Midfielder
leandrotrossard,2019,47,252,2108.0,31,34,4818.0,66,1994-12-04,172.0,66.33333333333333,Belgium,High/Medium,79.66666666666667,58.5,73.33333333333333,Forward
leandrotrossard,2020,25,252,2710.0,35,36,4818.0,66,1994-12-04,172.0,66.33333333333333,Belgium,High/Medium,79.66666666666667,58.5,73.33333333333333,Forward
leecattermole,2016,261,321,645.0,8,9,645.0,8,1988-03-21,178.0,76.0,England,Low/High,64.0,79.25,75.5,Midfielder
leegrant,2017,50,187,285.0,3,29,2945.0,31,1983-01-27,193.0,83.0,England,Medium/Medium,,,70.16666666666667,Goalkeeper
leegrant,2019,137,187,0.0,0,3,2945.0,31,1983-01-27,193.0,83.0,England,Medium/Medium,,,70.16666666666667,Goalkeeper
leepeltier,2018,48,75,1632.0,19,31,1875.0,23,1986-12-11,177.16666666666666,73.0,England,Low/High,63.833333333333336,74.16666666666667,69.0,Midfielder
leightonbaines,2017,94,94,2010.0,22,23,5803.0,68,1984-12-11,170.0,70.8,England,High/Medium,67.8,68.6,80.4,Defender
leonardoulloa,2016,29,211,510.0,16,24,846.0,30,1986-07-26,186.33333333333334,84.83333333333333,Argentina,Medium/Medium,45.666666666666664,78.83333333333333,72.83333333333333,Forward
leonbalogun,2018,67,373,631.0,8,25,631.0,8,1988-06-28,190.0,88.0,Nigeria,Medium/Medium,65.16666666666667,75.66666666666667,73.66666666666667,Defender
leonbalogun,2019,62,373,0.0,0,4,631.0,8,1988-06-28,190.0,88.0,Nigeria,Medium/Medium,65.16666666666667,75.66666666666667,73.66666666666667,Defender
leonbritton,2016,18,110,1191.0,16,25,1500.0,21,1982-09-16,167.0,65.0,England,Low/Medium,55.333333333333336,65.0,77.0,Midfielder
leonbritton,2017,92,110,309.0,5,7,1500.0,21,1982-09-16,167.0,65.0,England,Low/Medium,55.333333333333336,65.0,77.0,Midfielder
leroyfer,2017,188,386,1474.0,20,24,4017.0,54,1990-01-05,188.0,82.66666666666667,Netherlands,Medium/Medium,71.0,81.33333333333333,75.5,Midfielder
lewiscook,2016,92,610,456.0,6,9,5031.0,75,1997-02-03,174.66666666666666,69.33333333333333,England,Medium/Medium,72.33333333333333,69.33333333333333,73.33333333333333,Midfielder
lewiscook,2018,282,610,771.0,13,15,5031.0,75,1997-02-03,174.66666666666666,69.33333333333333,England,Medium/Medium,72.33333333333333,69.33333333333333,73.33333333333333,Midfielder
lewisdunk,2018,26,26,3345.0,36,36,13496.0,143,1991-11-21,192.0,88.0,England,High/Medium,51.666666666666664,76.66666666666667,75.33333333333333,Defender
liamcooper,2020,57,135,2352.0,25,26,2352.0,25,1991-08-30,186.66666666666666,74.5,Scotland,Medium/High,54.333333333333336,74.33333333333333,71.0,Defender
lloydkelly,2019,269,299,678.0,8,14,678.0,8,1998-10-01,186.6,71.2,England,Medium/Medium,77.4,63.6,62.6,Defender
loriskarius,2016,42,90,950.0,10,35,2755.0,29,1993-06-22,189.33333333333334,85.0,Germany,Medium/Medium,,,79.33333333333333,Goalkeeper
loriskarius,2017,14,90,1805.0,19,38,2755.0,29,1993-06-22,189.33333333333334,85.0,Germany,Medium/Medium,,,79.33333333333333,Goalkeeper
loriskarius,2018,5,90,0.0,0,1,2755.0,29,1993-06-22,189.33333333333334,85.0,Germany,Medium/Medium,,,79.33333333333333,Goalkeeper
lovrekalinic,2019,235,288,0.0,0,1,0.0,0,1990-04-03,201.0,99.0,Croatia,Medium/Medium,,,76.0,Goalkeeper
lucasdigne,2018,20,130,3155.0,35,36,9190.0,100,1993-07-20,178.0,74.0,France,High/Medium,77.83333333333333,74.0,79.83333333333333,Defender
lucasdigne,2019,33,130,3185.0,35,36,9190.0,100,1993-07-20,178.0,74.0,France,High/Medium,77.83333333333333,74.0,79.83333333333333,Defender
lucasdigne,2020,46,130,2850.0,30,30,9190.0,100,1993-07-20,178.0,74.0,France,High/Medium,77.83333333333333,74.0,79.83333333333333,Defender
lucastorreira,2018,12,139,2530.0,34,34,4138.0,63,1996-02-11,167.5,63.5,Uruguay,Medium/High,75.33333333333333,69.83333333333333,74.33333333333333,Midfielder
lucastorreira,2019,127,139,1608.0,29,33,4138.0,63,1996-02-11,167.5,63.5,Uruguay,Medium/High,75.33333333333333,69.83333333333333,74.33333333333333,Midfielder
lucianonarsingh,2016,27,27,460.0,13,15,1147.0,31,1990-09-13,176.66666666666666,73.66666666666667,Netherlands,Medium/Low,91.16666666666667,56.666666666666664,74.33333333333333,Midfielder
lukamilivojevic,2017,2,33,3246.0,36,37,13276.0,150,1991-04-07,186.0,80.0,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder
lukamilivojevic,2019,8,33,2649.0,31,32,13276.0,150,1991-04-07,186.0,80.0,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder
lukamilivojevic,2020,23,33,2489.0,31,32,13276.0,150,1991-04-07,186.0,80.0,Serbia,Medium/High,58.333333333333336,81.66666666666667,77.33333333333333,Midfielder
lukaszfabianski,2018,3,138,3610.0,38,38,16294.0,173,1985-04-18,190.0,83.0,Poland,Medium/Medium,,,80.16666666666667,Goalkeeper
lukaszfabianski,2019,112,138,2234.0,25,25,16294.0,173,1985-04-18,190.0,83.0,Poland,Medium/Medium,,,80.16666666666667,Goalkeeper
lukaszfabianski,2020,23,138,3325.0,35,35,16294.0,173,1985-04-18,190.0,83.0,Poland,Medium/Medium,,,80.16666666666667,Goalkeeper
lukeshaw,2016,176,402,719.0,11,15,8918.0,107,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender
lukeshaw,2018,53,402,2732.0,29,29,8918.0,107,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender
lukeshaw,2019,84,402,1829.0,24,24,8918.0,107,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender
lukeshaw,2020,89,402,2800.0,32,34,8918.0,107,1995-07-12,183.0,75.0,England,High/Medium,82.16666666666667,76.33333333333333,79.66666666666667,Defender
lyndengooch,2016,62,62,398.0,11,19,398.0,11,1995-12-24,173.0,69.0,United States,Medium/Medium,78.33333333333333,65.5,66.16666666666667,Midfielder
lysmousset,2018,4,134,451.0,23,34,3085.0,98,1996-02-08,184.16666666666666,80.33333333333333,France,Medium/Medium,79.83333333333333,62.0,69.0,Forward
lysmousset,2019,14,134,1327.0,30,33,3085.0,98,1996-02-08,184.16666666666666,80.33333333333333,France,Medium/Medium,79.83333333333333,62.0,69.0,Forward
lysmousset,2020,116,134,334.0,11,19,3085.0,98,1996-02-08,184.16666666666666,80.33333333333333,France,Medium/Medium,79.83333333333333,62.0,69.0,Forward
maartenstekelenburg,2016,30,248,1774.0,19,32,1774.0,19,1982-09-22,197.0,92.0,Netherlands,Medium/Medium,,,74.33333333333333,Goalkeeper
maartenstekelenburg,2017,208,248,0.0,0,8,1774.0,19,1982-09-22,197.0,92.0,Netherlands,Medium/Medium,,,74.33333333333333,Goalkeeper
mamadousakho,2016,187,805,722.0,8,10,6269.0,72,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender
mamadousakho,2017,50,805,1643.0,19,21,6269.0,72,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender
mamadousakho,2018,191,805,2547.0,27,27,6269.0,72,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender
mamadousakho,2019,131,805,1062.0,14,16,6269.0,72,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender
mamadousakho,2020,246,805,295.0,4,12,6269.0,72,1990-02-13,187.0,83.0,France,Medium/High,57.333333333333336,83.33333333333333,79.83333333333333,Defender
manologabbiadini,2016,32,155,746.0,11,11,2434.0,51,1991-11-26,183.5,77.5,Italy,High/Low,73.33333333333333,68.16666666666667,77.66666666666667,Forward
manologabbiadini,2018,9,155,520.0,12,12,2434.0,51,1991-11-26,183.5,77.5,Italy,High/Low,73.33333333333333,68.16666666666667,77.66666666666667,Forward
manuellanzini,2016,55,492,2827.0,35,35,7765.0,113,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder
manuellanzini,2017,90,492,2138.0,27,27,7765.0,113,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder
manuellanzini,2018,283,492,719.0,10,10,7765.0,113,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder
manuellanzini,2019,55,492,1456.0,24,32,7765.0,113,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder
manuellanzini,2020,9,492,625.0,17,32,7765.0,113,1993-02-15,168.0,61.333333333333336,Argentina,Medium/Medium,80.0,50.333333333333336,79.16666666666667,Midfielder
marcalbrighton,2018,70,82,1711.0,27,29,9700.0,145,1989-11-18,174.83333333333334,71.66666666666667,England,High/High,74.16666666666667,66.5,75.33333333333333,Midfielder
marcalbrighton,2019,12,82,929.0,20,36,9700.0,145,1989-11-18,174.83333333333334,71.66666666666667,England,High/High,74.16666666666667,66.5,75.33333333333333,Midfielder
marcosrojo,2016,208,891,1760.0,21,24,2790.0,38,1990-03-20,186.83333333333334,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender
marcosrojo,2017,6,891,670.0,9,20,2790.0,38,1990-03-20,186.83333333333334,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender
marcosrojo,2018,223,891,226.0,5,11,2790.0,38,1990-03-20,186.83333333333334,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender
marcosrojo,2019,283,891,134.0,3,8,2790.0,38,1990-03-20,186.83333333333334,82.0,Argentina,Medium/Medium,69.83333333333333,79.5,79.0,Defender
